state;action_reward;n_state
121&4|354&3|9&4|300&3|333&4|294&4|358&2|326&4|268&3|276&4|302&4|258&4;13&4|508&4|1084&3|7&4;121&4|354&3|9&4|300&3|333&4|294&4|358&2|326&4|268&3|276&4|302&4|258&4|13&4|508&4|1084&3|7&4
841&2|431&2|770&2|195&5|562&5|11&4|1217&4|1073&3|98&4|144&4|720&3|5&2;472&5|802&3|1215&3|570&3;841&2|431&2|770&2|195&5|562&5|11&4|1217&4|1073&3|98&4|144&4|720&3|5&2|472&5|802&3|1215&3|570&3
515&4|488&4|525&4|181&3|558&4|173&3|484&4|56&4|96&4|200&2|195&4|55&3;591&4|434&4|479&4|357&3;515&4|488&4|525&4|181&3|558&4|173&3|484&4|56&4|96&4|200&2|195&4|55&3|591&4|434&4|479&4|357&3
180&4|792&4|87&4|83&4|275&4|423&5|127&5|303&5|268&4|289&2|22&4|736&5;211&5|238&3|514&5|629&4;180&4|792&4|87&4|83&4|275&4|423&5|127&5|303&5|268&4|289&2|22&4|736&5|211&5|238&3|514&5|629&4
193&4|689&3|378&4|162&4|301&3|846&4|223&3|704&3|328&4|879&3|744&1|286&3;1401&1|1053&3|977&2|1212&2;193&4|689&3|378&4|162&4|301&3|846&4|223&3|704&3|328&4|879&3|744&1|286&3|1401&1|1053&3|977&2|1212&2
273&3|689&4|546&4|815&4|118&4|300&5|471&5|111&4|975&2|597&5|255&4|222&4;841&4|831&3|1165&3|240&1;273&3|689&4|546&4|815&4|118&4|300&5|471&5|111&4|975&2|597&5|255&4|222&4|841&4|831&3|1165&3|240&1
732&5|837&5|98&5|501&3|751&2|89&5|177&4|203&4|612&4|625&3|692&4|226&5;449&2|211&4|413&1|834&1;732&5|837&5|98&5|501&3|751&2|89&5|177&4|203&4|612&4|625&3|692&4|226&5|449&2|211&4|413&1|834&1
168&3|264&2|748&3|133&3|1058&4|144&5|99&3|507&4|447&1|1522&2|423&4|83&5;845&5|468&4|723&3|1061&3;168&3|264&2|748&3|133&3|1058&4|144&5|99&3|507&4|447&1|1522&2|423&4|83&5|845&5|468&4|723&3|1061&3
4&4|1015&3|21&2|419&5|932&4|756&3|243&4|122&2|237&5|288&3|265&5|208&5;969&5|416&4|1116&4|420&5;4&4|1015&3|21&2|419&5|932&4|756&3|243&4|122&2|237&5|288&3|265&5|208&5|969&5|416&4|1116&4|420&5
31&4|183&5|241&2|517&2|67&3|641&5|465&4|203&4|661&5|792&2|496&5|461&2;258&4|1407&2|342&3|576&4;31&4|183&5|241&2|517&2|67&3|641&5|465&4|203&4|661&5|792&2|496&5|461&2|258&4|1407&2|342&3|576&4
173&2|242&3|204&3|516&4|286&1|604&5|1&3|258&4|96&4|318&1|481&1|515&1;179&1|283&3|191&2|484&4;173&2|242&3|204&3|516&4|286&1|604&5|1&3|258&4|96&4|318&1|481&1|515&1|179&1|283&3|191&2|484&4
175&3|806&3|275&3|251&4|286&3|484&4|12&4|56&5|50&3|100&4|1154&3|151&3;922&5|285&4|664&5|124&4;175&3|806&3|275&3|251&4|286&3|484&4|12&4|56&5|50&3|100&4|1154&3|151&3|922&5|285&4|664&5|124&4
1013&3|323&3|222&4|455&2|274&4|685&3|815&4|257&5|993&3|147&3|7&5|1115&3;174&4|134&3|411&2|172&5;1013&3|323&3|222&4|455&2|274&4|685&3|815&4|257&5|993&3|147&3|7&5|1115&3|174&4|134&3|411&2|172&5
483&5|207&5|222&5|242&4|524&5|506&5|163&4|300&4|172&5|432&5|183&4|486&4;615&4|495&4|648&4|141&4;483&5|207&5|222&5|242&4|524&5|506&5|163&4|300&4|172&5|432&5|183&4|486&4|615&4|495&4|648&4|141&4
260&3|245&3|329&2|1399&3|148&4|237&4|751&3|300&3|274&4|930&3|271&4|717&3;840&3|455&2|829&3|472&5;260&3|245&3|329&2|1399&3|148&4|237&4|751&3|300&3|274&4|930&3|271&4|717&3|840&3|455&2|829&3|472&5
1346&1|266&1|24&1|1171&1|887&1|1022&1|1276&1|1049&1|1334&1|124&1|300&3|1340&1;147&1|824&1|825&1|1326&1;1346&1|266&1|24&1|1171&1|887&1|1022&1|1276&1|1049&1|1334&1|124&1|300&3|1340&1|147&1|824&1|825&1|1326&1
342&4|338&4|294&4|405&3|538&3|259&3|751&4|683&2|300&3|121&4|117&4|288&2;282&4|25&3|15&3|9&4;342&4|338&4|294&4|405&3|538&3|259&3|751&4|683&2|300&3|121&4|117&4|288&2|282&4|25&3|15&3|9&4
988&1|687&2|50&5|327&2|748&1|257&5|298&3|309&3|328&2|300&2|127&4|259&3;1254&2|1023&3|340&2|720&2;988&1|687&2|50&5|327&2|748&1|257&5|298&3|309&3|328&2|300&2|127&4|259&3|1254&2|1023&3|340&2|720&2
855&4|678&3|176&4|121&3|588&4|1016&2|214&4|479&4|546&2|181&4|945&3|195&4;4&4|210&3|408&4|135&5;855&4|678&3|176&4|121&3|588&4|1016&2|214&4|479&4|546&2|181&4|945&3|195&4|4&4|210&3|408&4|135&5
15&4|1&3|597&3|748&4|866&3|471&5|121&4|181&4|476&3|127&3|50&4|300&4;126&5|846&4|252&4|924&5;15&4|1&3|597&3|748&4|866&3|471&5|121&4|181&4|476&3|127&3|50&4|300&4|126&5|846&4|252&4|924&5
97&5|211&4|300&5|4&4|64&5|168&4|496&5|531&4|196&4|271&3|250&2|969&5;729&4|1048&3|63&3|1047&3;97&5|211&4|300&5|4&4|64&5|168&4|496&5|531&4|196&4|271&3|250&2|969&5|729&4|1048&3|63&3|1047&3
328&4|313&4|322&3|268&3|323&2|288&4|351&3|331&4|245&4|271&3|354&4|355&4;678&2|264&4|260&4|748&5;328&4|313&4|322&3|268&3|323&2|288&4|351&3|331&4|245&4|271&3|354&4|355&4|678&2|264&4|260&4|748&5
343&5|689&5|326&4|880&2|292&4|245&3|749&4|989&3|288&4|754&5|750&5|332&5;892&3|875&2|347&5|349&4;343&5|689&5|326&4|880&2|292&4|245&3|749&4|989&3|288&4|754&5|750&5|332&5|892&3|875&2|347&5|349&4
186&4|143&4|1240&2|926&3|373&3|448&4|248&4|601&3|796&5|272&5|58&4|938&3;526&5|746&5|692&5|480&5;186&4|143&4|1240&2|926&3|373&3|448&4|248&4|601&3|796&5|272&5|58&4|938&3|526&5|746&5|692&5|480&5
188&4|88&2|58&2|217&3|17&5|1246&3|89&4|246&4|196&5|672&5|329&4|82&5;373&4|538&5|29&3|555&4;188&4|88&2|58&2|217&3|17&5|1246&3|89&4|246&4|196&5|672&5|329&4|82&5|373&4|538&5|29&3|555&4
475&4|1028&3|980&4|879&3|881&3|928&3|271&3|1047&3|870&4|117&3|411&4|14&5;307&3|1016&3|313&5|329&3;475&4|1028&3|980&4|879&3|881&3|928&3|271&3|1047&3|870&4|117&3|411&4|14&5|307&3|1016&3|313&5|329&3
307&4|301&3|892&2|901&2|678&4|288&3|289&1|286&1|748&4|327&2|689&2|339&1;342&3|332&4|270&4|750&3;307&4|301&3|892&2|901&2|678&4|288&3|289&1|286&1|748&4|327&2|689&2|339&1|342&3|332&4|270&4|750&3
249&5|473&4|100&3|151&3|357&4|472&3|257&3|620&3|483&4|924&4|1283&3|476&4;527&3|631&2|156&5|195&3;249&5|473&4|100&3|151&3|357&4|472&3|257&3|620&3|483&4|924&4|1283&3|476&4|527&3|631&2|156&5|195&3
135&4|326&3|71&3|193&3|97&4|498&4|655&3|748&4|182&4|176&5|319&3|603&5;56&4|517&3|48&4|227&3;135&4|326&3|71&3|193&3|97&4|498&4|655&3|748&4|182&4|176&5|319&3|603&5|56&4|517&3|48&4|227&3
304&4|191&4|655&3|756&1|51&5|298&4|532&2|88&2|328&5|411&1|57&5|420&4;199&4|729&5|333&3|307&4;304&4|191&4|655&3|756&1|51&5|298&4|532&2|88&2|328&5|411&1|57&5|420&4|199&4|729&5|333&3|307&4
121&3|408&5|273&3|242&4|100&3|286&4|9&4|515&4|143&4|318&5|294&4|169&5;274&3|845&4|20&4|117&4;121&3|408&5|273&3|242&4|100&3|286&4|9&4|515&4|143&4|318&5|294&4|169&5|274&3|845&4|20&4|117&4
1451&4|197&5|705&5|100&5|89&3|69&4|275&5|50&5|257&4|79&4|300&4|28&3;14&5|494&3|181&4|223&4;1451&4|197&5|705&5|100&5|89&3|69&4|275&5|50&5|257&4|79&4|300&4|28&3|14&5|494&3|181&4|223&4
550&4|70&3|1203&3|674&2|56&5|62&4|1039&5|105&3|797&2|166&5|9&4|22&4;1228&1|94&2|4&4|90&4;550&4|70&3|1203&3|674&2|56&5|62&4|1039&5|105&3|797&2|166&5|9&4|22&4|1228&1|94&2|4&4|90&4
742&5|9&4|508&4|181&5|50&5|15&3|121&3|24&3|284&3|597&3|258&4|877&1;249&4|763&4|281&4|535&4;742&5|9&4|508&4|181&5|50&5|15&3|121&3|24&3|284&3|597&3|258&4|877&1|249&4|763&4|281&4|535&4
7&3|258&5|109&3|117&4|15&4|471&4|304&3|121&3|275&4|294&5|125&4|879&3;195&5|225&4|71&4|411&3;7&3|258&5|109&3|117&4|15&4|471&4|304&3|121&3|275&4|294&5|125&4|879&3|195&5|225&4|71&4|411&3
203&3|748&1|546&2|325&1|274&2|50&2|845&2|644&3|289&1|302&1|1016&1|1534&1;831&1|460&2|1047&1|249&2;203&3|748&1|546&2|325&1|274&2|50&2|845&2|644&3|289&1|302&1|1016&1|1534&1|831&1|460&2|1047&1|249&2
501&1|171&4|89&4|196&3|137&5|11&3|96&2|100&5|192&5|156&5|357&5|474&5;127&5|175&5|32&4|222&3;501&1|171&4|89&4|196&3|137&5|11&3|96&2|100&5|192&5|156&5|357&5|474&5|127&5|175&5|32&4|222&3
23&2|211&2|371&3|481&5|100&5|458&1|201&1|25&2|15&4|528&4|527&3|62&2;825&5|792&5|603&4|183&4;23&2|211&2|371&3|481&5|100&5|458&1|201&1|25&2|15&4|528&4|527&3|62&2|825&5|792&5|603&4|183&4
70&5|603&3|188&4|69&4|652&4|647&4|192&4|230&4|1464&4|511&5|1149&4|747&2;512&5|923&4|419&5|170&4;70&5|603&3|188&4|69&4|652&4|647&4|192&4|230&4|1464&4|511&5|1149&4|747&2|512&5|923&4|419&5|170&4
358&4|289&2|15&3|876&4|147&3|329&4|9&3|1&4|129&4|117&5|300&3|546&4;405&3|363&3|831&1|281&4;358&4|289&2|15&3|876&4|147&3|329&4|9&3|1&4|129&4|117&5|300&3|546&4|405&3|363&3|831&1|281&4
309&1|316&4|342&2|268&5|108&2|275&4|995&4|276&2|908&3|150&5|271&4|124&4;1048&3|15&3|235&2|762&4;309&1|316&4|342&2|268&5|108&2|275&4|995&4|276&2|908&3|150&5|271&4|124&4|1048&3|15&3|235&2|762&4
300&4|258&5|895&4|259&3|313&5|749&4|321&4|304&4|269&4|286&4|301&4|689&3;343&4|332&2|328&3|307&3;300&4|258&5|895&4|259&3|313&5|749&4|321&4|304&4|269&4|286&4|301&4|689&3|343&4|332&2|328&3|307&3
272&3|732&4|70&5|517&4|302&4|894&2|327&3|26&3|307&3|393&2|514&5|508&4;269&2|347&4|716&2|900&3;272&3|732&4|70&5|517&4|302&4|894&2|327&3|26&3|307&3|393&2|514&5|508&4|269&2|347&4|716&2|900&3
222&4|405&3|449&2|193&4|554&3|597&3|399&4|473&3|186&4|99&4|343&4|132&4;217&4|584&3|383&2|1145&3;222&4|405&3|449&2|193&4|554&3|597&3|399&4|473&3|186&4|99&4|343&4|132&4|217&4|584&3|383&2|1145&3
1238&4|97&5|527&5|183&5|11&5|286&5|302&4|318&5|325&2|191&4|186&5|1459&4;23&4|1&4|265&4|56&5;1238&4|97&5|527&5|183&5|11&5|286&5|302&4|318&5|325&2|191&4|186&5|1459&4|23&4|1&4|265&4|56&5
386&3|11&5|174&5|228&5|127&4|4&3|168&5|218&4|68&5|433&4|232&5|660&3;843&3|444&3|577&1|389&5;386&3|11&5|174&5|228&5|127&4|4&3|168&5|218&4|68&5|433&4|232&5|660&3|843&3|444&3|577&1|389&5
640&5|175&5|1532&2|212&5|1119&4|520&5|1439&3|631&4|96&5|217&2|493&4|318&5;1115&4|995&4|887&3|847&4;640&5|175&5|1532&2|212&5|1119&4|520&5|1439&3|631&4|96&5|217&2|493&4|318&5|1115&4|995&4|887&3|847&4
301&4|346&4|334&2|272&4|289&4|307&4|873&2|286&3|886&4|315&4|313&4|288&3;682&2|1527&2|338&2|323&2;301&4|346&4|334&2|272&4|289&4|307&4|873&2|286&3|886&4|315&4|313&4|288&3|682&2|1527&2|338&2|323&2
657&4|1011&1|203&4|240&1|76&4|640&3|403&3|518&4|161&3|566&5|55&5|1232&1;1110&1|392&3|415&2|720&2;657&4|1011&1|203&4|240&1|76&4|640&3|403&3|518&4|161&3|566&5|55&5|1232&1|1110&1|392&3|415&2|720&2
405&4|318&4|921&3|56&2|1019&4|71&3|939&4|50&4|958&3|333&3|121&3|871&3;566&3|234&4|651&3|172&3;405&4|318&4|921&3|56&2|1019&4|71&3|939&4|50&4|958&3|333&3|121&3|871&3|566&3|234&4|651&3|172&3
1&4|475&5|240&1|123&3|1017&5|151&5|926&3|284&2|472&4|111&4|147&3|476&1;190&5|271&5|496&5|831&3;1&4|475&5|240&1|123&3|1017&5|151&5|926&3|284&2|472&4|111&4|147&3|476&1|190&5|271&5|496&5|831&3
173&5|127&4|742&4|886&4|1302&5|347&4|690&4|191&5|483&5|215&4|328&5|176&4;69&5|87&4|915&4|183&4;173&5|127&4|742&4|886&4|1302&5|347&4|690&4|191&5|483&5|215&4|328&5|176&4|69&5|87&4|915&4|183&4
346&4|286&5|315&4|300&3|905&4|301&3|340&4|358&1|260&1|898&2|327&2|343&2;332&5|313&5|272&5|316&5;346&4|286&5|315&4|300&3|905&4|301&3|340&4|358&1|260&1|898&2|327&2|343&2|332&5|313&5|272&5|316&5
280&2|477&4|1&4|69&3|930&3|121&4|258&3|409&3|756&4|815&3|742&5|975&4;195&4|272&5|735&2|153&3;280&2|477&4|1&4|69&3|930&3|121&4|258&3|409&3|756&4|815&3|742&5|975&4|195&4|272&5|735&2|153&3
273&5|7&3|286&4|129&4|14&2|124&5|408&5|319&1|116&5|100&5|284&3|1281&3;900&5|340&4|45&5|258&4;273&5|7&3|286&4|129&4|14&2|124&5|408&5|319&1|116&5|100&5|284&3|1281&3|900&5|340&4|45&5|258&4
443&3|427&4|58&4|200&3|208&3|286&3|181&1|249&2|50&1|144&3|500&4|1010&3;1449&4|1159&4|652&5|305&4;443&3|427&4|58&4|200&3|208&3|286&3|181&1|249&2|50&1|144&3|500&4|1010&3|1449&4|1159&4|652&5|305&4
416&3|174&3|54&2|82&5|317&4|736&5|378&5|531&4|462&4|487&5|494&4|482&4;227&2|161&5|73&3|949&4;416&3|174&3|54&2|82&5|317&4|736&5|378&5|531&4|462&4|487&5|494&4|482&4|227&2|161&5|73&3|949&4
527&4|465&4|82&5|411&3|462&4|546&3|496&5|141&4|596&4|523&4|758&3|405&3;1034&3|449&5|578&5|1033&2;527&4|465&4|82&5|411&3|462&4|546&3|496&5|141&4|596&4|523&4|758&3|405&3|1034&3|449&5|578&5|1033&2
222&4|473&2|300&4|21&3|210&3|411&3|597&4|151&3|756&3|1033&5|94&2|1028&5;181&4|258&4|240&1|50&4;222&4|473&2|300&4|21&3|210&3|411&3|597&4|151&3|756&3|1033&5|94&2|1028&5|181&4|258&4|240&1|50&4
313&4|275&4|328&5|751&4|748&1|251&5|1483&2|306&5|912&4|50&5|9&5|300&4;678&3|269&4|916&3|271&3;313&4|275&4|328&5|751&4|748&1|251&5|1483&2|306&5|912&4|50&5|9&5|300&4|678&3|269&4|916&3|271&3
616&4|506&5|549&5|1220&3|90&3|1065&4|685&4|800&3|942&4|721&2|625&4|179&5;585&3|993&4|1199&3|391&3;616&4|506&5|549&5|1220&3|90&3|1065&4|685&4|800&3|942&4|721&2|625&4|179&5|585&3|993&4|1199&3|391&3
750&4|270&3|493&3|137&4|547&4|179&5|286&4|478&3|603&4|855&5|408&4|173&3;690&5|301&3|331&3|319&4;750&4|270&3|493&3|137&4|547&4|179&5|286&4|478&3|603&4|855&5|408&4|173&3|690&5|301&3|331&3|319&4
156&5|578&4|226&4|846&3|64&5|95&3|462&5|202&4|73&3|783&3|132&4|660&5;178&5|301&5|339&5|684&5;156&5|578&4|226&4|846&3|64&5|95&3|462&5|202&4|73&3|783&3|132&4|660&5|178&5|301&5|339&5|684&5
761&2|220&3|157&3|318&5|283&4|216&5|546&3|65&3|181&4|69&5|699&4|977&3;501&2|692&3|172&4|568&4;761&2|220&3|157&3|318&5|283&4|216&5|546&3|65&3|181&4|69&5|699&4|977&3|501&2|692&3|172&4|568&4
172&4|969&4|98&4|1480&3|732&3|507&5|628&4|1054&2|154&3|44&3|1263&4|1091&4;254&3|86&4|1044&4|259&3;172&4|969&4|98&4|1480&3|732&3|507&5|628&4|1054&2|154&3|44&3|1263&4|1091&4|254&3|86&4|1044&4|259&3
107&3|4&4|14&4|468&4|70&3|269&4|317&4|153&5|56&4|597&3|131&3|129&3;1283&4|143&4|322&3|87&4;107&3|4&4|14&4|468&4|70&3|269&4|317&4|153&5|56&4|597&3|131&3|129&3|1283&4|143&4|322&3|87&4
172&4|32&3|609&5|189&2|127&5|335&3|403&3|216&3|526&4|179&1|234&5|647&5;680&3|118&3|117&3|340&1;172&4|32&3|609&5|189&2|127&5|335&3|403&3|216&3|526&4|179&1|234&5|647&5|680&3|118&3|117&3|340&1
889&2|272&2|306&4|896&2|242&3|300&1|269&3|340&2|882&2|313&1|302&2|344&2;315&4|321&3|319&4|900&4;889&2|272&2|306&4|896&2|242&3|300&1|269&3|340&2|882&2|313&1|302&2|344&2|315&4|321&3|319&4|900&4
288&4|222&3|1023&3|249&4|250&4|290&3|151&3|50&4|276&4|475&5|294&3|100&3;866&3|122&2|118&3|235&3;288&4|222&3|1023&3|249&4|250&4|290&3|151&3|50&4|276&4|475&5|294&3|100&3|866&3|122&2|118&3|235&3
273&3|117&5|127&5|121&3|405&4|222&4|181&3|597&3|118&3|1016&4|323&4|7&3;833&3|825&4|281&3|982&3;273&3|117&5|127&5|121&3|405&4|222&4|181&3|597&3|118&3|1016&4|323&4|7&3|833&3|825&4|281&3|982&3
1194&3|1101&4|31&2|705&2|1100&2|1141&3|47&5|178&3|486&3|100&4|22&4|180&5;305&5|269&5|1296&5|302&5;1194&3|1101&4|31&2|705&2|1100&2|1141&3|47&5|178&3|486&3|100&4|22&4|180&5|305&5|269&5|1296&5|302&5
268&5|878&5|496&5|288&3|187&5|134&5|266&5|135&4|168&5|48&5|127&5|877&5;8&5|328&3|1007&5|246&5;268&5|878&5|496&5|288&3|187&5|134&5|266&5|135&4|168&5|48&5|127&5|877&5|8&5|328&3|1007&5|246&5
550&4|202&1|514&4|322&4|528&4|196&5|180&4|294&1|56&3|300&4|174&4|513&5;73&4|524&3|163&4|523&4;550&4|202&1|514&4|322&4|528&4|196&5|180&4|294&1|56&3|300&4|174&4|513&5|73&4|524&3|163&4|523&4
277&2|942&2|367&4|211&2|302&4|603&4|258&4|480&4|1105&3|144&4|651&4|687&3;631&2|153&3|56&3|493&2;277&2|942&2|367&4|211&2|302&4|603&4|258&4|480&4|1105&3|144&4|651&4|687&3|631&2|153&3|56&3|493&2
735&5|56&4|496&5|227&4|672&1|79&5|631&4|692&5|294&4|318&5|604&5|603&5;205&5|170&5|650&5|8&2;735&5|56&4|496&5|227&4|672&1|79&5|631&4|692&5|294&4|318&5|604&5|603&5|205&5|170&5|650&5|8&2
313&5|1013&3|403&2|29&3|892&4|1007&5|50&3|289&2|82&4|259&4|258&5|7&4;678&2|257&4|539&3|28&4;313&5|1013&3|403&2|29&3|892&4|1007&5|50&3|289&2|82&4|259&4|258&5|7&4|678&2|257&4|539&3|28&4
58&5|76&3|9&4|553&3|1267&4|1074&3|83&3|245&4|655&4|276&2|273&4|651&4;281&3|226&1|33&1|227&3;58&5|76&3|9&4|553&3|1267&4|1074&3|83&3|245&4|655&4|276&2|273&4|651&4|281&3|226&1|33&1|227&3
131&1|748&3|174&5|278&3|234&4|245&3|631&3|180&3|790&2|1161&3|172&5|156&5;425&2|365&4|68&3|542&3;131&1|748&3|174&5|278&3|234&4|245&3|631&3|180&3|790&2|1161&3|172&5|156&5|425&2|365&4|68&3|542&3
399&3|402&3|88&3|659&5|405&3|1&4|82&3|1185&2|395&2|234&5|941&4|526&4;769&1|993&4|50&5|459&5;399&3|402&3|88&3|659&5|405&3|1&4|82&3|1185&2|395&2|234&5|941&4|526&4|769&1|993&4|50&5|459&5
53&1|143&4|289&2|161&4|168&4|118&4|91&2|228&4|23&3|182&3|13&3|380&4;300&4|1047&3|125&5|295&4;53&1|143&4|289&2|161&4|168&4|118&4|91&2|228&4|23&3|182&3|13&3|380&4|300&4|1047&3|125&5|295&4
943&4|432&3|22&5|180&5|183&4|820&2|71&4|480&4|136&4|849&2|484&4|474&3;323&2|420&3|550&3|575&2;943&4|432&3|22&5|180&5|183&4|820&2|71&4|480&4|136&4|849&2|484&4|474&3|323&2|420&3|550&3|575&2
332&5|882&5|322&5|286&5|326&5|341&4|990&5|873&3|301&3|340&1|258&5|689&4;750&5|989&4|898&5|1316&4;332&5|882&5|322&5|286&5|326&5|341&4|990&5|873&3|301&3|340&1|258&5|689&4|750&5|989&4|898&5|1316&4
286&5|713&2|25&4|121&1|118&2|125&1|926&1|7&3|763&1|245&3|50&5|276&5;411&1|178&5|405&3|1047&1;286&5|713&2|25&4|121&1|118&2|125&1|926&1|7&3|763&1|245&3|50&5|276&5|411&1|178&5|405&3|1047&1
71&5|278&2|200&5|182&5|318&2|948&2|111&2|96&4|247&1|228&5|924&5|685&4;540&3|819&3|122&2|527&4;71&5|278&2|200&5|182&5|318&2|948&2|111&2|96&4|247&1|228&5|924&5|685&4|540&3|819&3|122&2|527&4
258&4|198&4|209&4|286&4|483&5|602&4|268&5|83&4|663&4|276&4|7&5|530&4;425&5|524&5|265&4|357&5;258&4|198&4|209&4|286&4|483&5|602&4|268&5|83&4|663&4|276&4|7&5|530&4|425&5|524&5|265&4|357&5
306&2|690&5|1022&2|1592&3|1238&2|1399&3|1394&4|346&3|904&3|311&4|1434&4|268&3;877&2|340&1|750&3|1234&4;306&2|690&5|1022&2|1592&3|1238&2|1399&3|1394&4|346&3|904&3|311&4|1434&4|268&3|877&2|340&1|750&3|1234&4
969&5|95&5|427&5|100&4|603&5|237&4|238&5|213&5|1084&5|252&4|177&4|15&5;67&4|97&5|376&4|63&3;969&5|95&5|427&5|100&4|603&5|237&4|238&5|213&5|1084&5|252&4|177&4|15&5|67&4|97&5|376&4|63&3
461&5|252&1|50&5|952&4|237&5|250&3|1&5|98&4|39&5|710&4|476&1|845&5;895&2|64&5|291&5|347&4;461&5|252&1|50&5|952&4|237&5|250&3|1&5|98&4|39&5|710&4|476&1|845&5|895&2|64&5|291&5|347&4
1088&3|546&3|127&4|121&4|100&5|325&3|1&4|685&3|333&5|25&4|597&2|50&5;291&1|298&4|406&2|307&4;1088&3|546&3|127&4|121&4|100&5|325&3|1&4|685&3|333&5|25&4|597&2|50&5|291&1|298&4|406&2|307&4
508&3|234&4|201&2|148&4|591&4|281&3|1016&3|24&3|151&3|276&4|237&4|228&4;1046&3|231&2|223&5|27&3;508&3|234&4|201&2|148&4|591&4|281&3|1016&3|24&3|151&3|276&4|237&4|228&4|1046&3|231&2|223&5|27&3
530&4|118&5|636&4|403&4|570&3|124&4|770&5|809&3|123&3|174&5|866&2|190&5;502&4|42&3|154&4|745&4;530&4|118&5|636&4|403&4|570&3|124&4|770&5|809&3|123&3|174&5|866&2|190&5|502&4|42&3|154&4|745&4
268&5|270&3|875&4|253&3|532&5|865&3|739&3|257&2|127&4|292&4|307&5|887&3;1070&2|96&5|750&4|8&5;268&5|270&3|875&4|253&3|532&5|865&3|739&3|257&2|127&4|292&4|307&5|887&3|1070&2|96&5|750&4|8&5
258&3|315&4|515&5|311&4|286&5|269&5|752&5|302&3|245&3|301&2|288&5|294&4;603&5|98&4|22&5|173&5;258&3|315&4|515&5|311&4|286&5|269&5|752&5|302&3|245&3|301&2|288&5|294&4|603&5|98&4|22&5|173&5
333&3|307&4|303&2|748&1|289&3|294&1|309&2|328&3|301&4|270&2|245&2|271&4;299&2|266&2|680&2|879&2;333&3|307&4|303&2|748&1|289&3|294&1|309&2|328&3|301&4|270&2|245&2|271&4|299&2|266&2|680&2|879&2
50&4|259&4|237&4|322&5|289&1|243&4|100&4|988&4|457&4|300&5|293&4|258&4;597&4|276&4|250&4|121&5;50&4|259&4|237&4|322&5|289&1|243&4|100&4|988&4|457&4|300&5|293&4|258&4|597&4|276&4|250&4|121&5
25&3|69&2|19&5|588&3|98&4|919&4|289&5|478&4|189&3|227&1|273&3|343&1;172&5|656&3|64&5|117&1;25&3|69&2|19&5|588&3|98&4|919&4|289&5|478&4|189&3|227&1|273&3|343&1|172&5|656&3|64&5|117&1
302&4|1062&5|896&2|270&3|754&4|344&5|242&5|690&3|286&3|347&3|321&1|340&1;311&4|316&4|332&3|358&2;302&4|1062&5|896&2|270&3|754&4|344&5|242&5|690&3|286&3|347&3|321&1|340&1|311&4|316&4|332&3|358&2
1183&3|182&4|385&3|2&3|350&2|546&3|67&3|286&2|1074&3|738&3|96&4|53&3;975&3|54&3|77&3|156&4;1183&3|182&4|385&3|2&3|350&2|546&3|67&3|286&2|1074&3|738&3|96&4|53&3|975&3|54&3|77&3|156&4
286&2|896&5|340&4|1022&5|270&5|316&1|301&1|303&4|1294&1|319&5|1176&2|360&4;305&4|902&4|874&3|884&4;286&2|896&5|340&4|1022&5|270&5|316&1|301&1|303&4|1294&1|319&5|1176&2|360&4|305&4|902&4|874&3|884&4
661&2|1429&5|22&5|172&4|327&5|197&1|498&4|96&5|286&2|301&5|751&3|50&4;969&1|187&4|69&5|97&5;661&2|1429&5|22&5|172&4|327&5|197&1|498&4|96&5|286&2|301&5|751&3|50&4|969&1|187&4|69&5|97&5
288&3|278&4|681&2|328&3|286&1|259&1|313&5|243&3|111&3|275&4|895&3|893&3;271&4|298&5|763&4|237&5;288&3|278&4|681&2|328&3|286&1|259&1|313&5|243&3|111&3|275&4|895&3|893&3|271&4|298&5|763&4|237&5
1007&4|50&5|111&4|1134&3|282&3|751&4|109&4|825&3|413&3|24&4|343&4|93&4;829&3|930&3|363&1|743&2;1007&4|50&5|111&4|1134&3|282&3|751&4|109&4|825&3|413&3|24&4|343&4|93&4|829&3|930&3|363&1|743&2
170&5|1117&4|235&3|972&4|988&2|462&5|79&4|655&4|44&3|651&4|48&5|150&5;77&3|393&3|1247&2|534&4;170&5|1117&4|235&3|972&4|988&2|462&5|79&4|655&4|44&3|651&4|48&5|150&5|77&3|393&3|1247&2|534&4
515&5|199&5|22&4|294&5|71&5|173&5|300&1|172&3|242&4|183&1|182&3|427&5;211&4|181&3|215&5|195&1;515&5|199&5|22&4|294&5|71&5|173&5|300&1|172&3|242&4|183&1|182&3|427&5|211&4|181&3|215&5|195&1
249&4|318&5|4&4|658&4|275&4|125&3|708&4|203&5|114&5|228&4|86&4|56&5;290&2|603&5|108&3|210&3;249&4|318&5|4&4|658&4|275&4|125&3|708&4|203&5|114&5|228&4|86&4|56&5|290&2|603&5|108&3|210&3
507&3|187&2|197&4|730&4|651&5|716&5|515&4|318&5|304&3|530&2|192&1|549&5;633&4|435&2|174&1|1039&5;507&3|187&2|197&4|730&4|651&5|716&5|515&4|318&5|304&3|530&2|192&1|549&5|633&4|435&2|174&1|1039&5
886&3|652&5|428&4|471&3|431&4|1134&4|1152&3|9&4|647&2|327&3|170&4|474&4;949&3|636&4|1487&3|782&2;886&3|652&5|428&4|471&3|431&4|1134&4|1152&3|9&4|647&2|327&3|170&4|474&4|949&3|636&4|1487&3|782&2
