item_id;vectors
21;-0.44991305|-0.06929147|0.041877523|-0.21516633|-0.7071163|-0.59150195|-0.004894763|-0.10679117|0.16919696|-0.19082224|-0.45180386|0.8117136|0.40711635|-0.01516372|0.27310923|0.46805963|-0.64265066|-0.17314431|0.7956017|0.14344664|0.25555438|-0.4326496|0.5631546|-0.94318974|-0.41433713|-0.13806115|-1.1434287|-0.5369665|-0.87430763|-0.8456222|0.43844223|0.6527921|0.292934|-0.71869385|-0.7146844|-0.52560544|0.07178827|0.84958875|0.5074734|-0.027524948|0.28327975|-0.07934128|-0.73086524|-0.626692|0.04469061|-0.395401|-0.73979914|-0.4966415|0.23537928|0.27995393|0.01911214|-0.24519844|-0.0035365075|-0.75928557|-0.30139452|-0.20114039|-0.18916625|0.34642527|0.15757117|-0.1364046|-0.22314909|-0.009830311|-0.7792226|-0.050295472|0.0763465|-0.38785553|0.4455457|0.25931397|-0.83046067|0.015279086|0.31868118|-0.09636468|-0.0029102415|0.22136518|0.79810625|-0.08143133|-0.06161867|-0.3209054|-0.18292652|-0.18487605|0.04372847|-0.59189755|-0.67048|0.1469489|-0.627045|-0.47455868|-0.8345022|0.044790447|-0.59085584|-0.38825017|-0.38287115|1.0049398|0.23613945|-0.6830318|0.61888623|-0.35242718|0.43620732|0.24312416|-0.17945868|-0.5656049
22;-0.54831|0.24806118|0.5584925|0.49024957|-1.2062019|0.08021934|-0.3684187|-0.5447398|0.4026325|0.2853374|-0.35809195|0.42411548|0.48384625|-0.09275712|0.08314456|0.8626846|-0.5366364|0.31849355|0.5539385|-0.13494778|0.37786376|-0.9306507|0.305995|-0.27387437|-0.6493478|0.50360745|-0.043784335|-0.50469893|-0.1109314|-0.34076592|0.010754615|0.18144278|0.5642659|0.08875336|0.2608614|0.061791465|0.31964648|0.209827|0.5988975|-0.487034|-0.79263103|-0.1011062|-0.026689917|-0.51952815|0.4213926|0.15510672|-0.54676056|-0.9044728|-0.028812021|-0.16579005|0.22635953|-1.0908706|-0.14499298|-0.3044431|-0.6646923|0.008436396|-0.77642494|-0.0024200194|-0.10500021|0.70073825|-1.1273997|-0.058138154|-0.15001982|0.14152154|0.26970577|0.2868253|0.16850334|-0.85430706|-1.0548508|0.27801287|-0.46849057|-0.9487276|0.16891953|0.09619692|-0.087385476|-0.65834284|0.349526|-0.23234321|0.30788457|0.24128926|-0.22084585|0.23537669|-0.3958485|0.5599083|-0.30107346|0.038701534|0.016942024|0.3729369|-0.20897076|0.35266626|-0.24466527|0.13011877|-0.26065487|-0.22498831|0.36880964|-0.5775769|0.5755665|-0.22251838|-0.5895089|-0.2624812
23;-0.4348845|1.0159298|-0.019040942|0.6545844|0.020805836|-0.29262078|-0.4031973|-0.17607102|0.72612834|-0.48894358|-0.77875936|-0.016658634|0.5004035|-0.05312773|1.0298891|0.67388904|0.70582813|0.48632202|0.72968805|0.31957683|0.62976664|-0.81648946|0.39548737|-0.5554408|-0.3008249|-0.3947702|-0.41091025|-0.44448406|-0.5821598|-0.54747605|0.5096841|0.16916738|0.64781743|-0.057643935|0.58550256|0.66140544|-0.25736815|0.4865881|0.13804322|-0.40747336|0.121729255|-0.5480504|0.3793054|-1.212431|0.00044691563|0.009351879|-0.18166944|-0.8954087|-0.15611854|0.61833584|0.68157846|-0.24157025|0.10702326|-0.4073428|0.14399531|-0.4661571|-0.61622846|0.024978284|-0.24514209|0.84043413|-0.8269141|-0.33026055|-0.4711898|0.13481395|-0.43808013|-0.37794524|0.40958908|-0.2699621|-0.7168299|0.1132732|0.44597805|-0.20012769|-0.07275293|-0.38963217|0.32796356|-0.4729888|-0.5728923|-0.88831854|0.37408972|-0.22583957|0.6242437|-0.9029584|-0.40217137|0.42120934|-0.6660534|-0.038473845|-0.42756158|-0.7183691|-0.7010723|-0.28910682|-0.4167763|-0.28077072|0.88845956|-0.10958263|0.100838594|-0.01280795|0.535362|0.32199484|0.050549597|-0.22787078
24;-0.2772604|0.21044546|-0.17413062|0.18521631|0.29226884|-0.3420275|-0.5999107|0.00570976|1.1744438|-0.3966175|-0.18677206|0.38314882|0.09068337|-0.92716056|0.61245584|0.92249316|0.50286|0.15428936|0.41594255|0.28455657|-0.3115967|-0.9104996|0.78839034|-0.53494704|-0.49606782|0.025361992|-0.18467931|-1.0013827|-0.10257882|-0.6082313|0.037236705|0.5183898|-0.6716009|-0.7064228|0.6263042|-0.09737077|0.30905706|0.9775889|0.18956497|-0.112793684|-0.53697324|0.32997257|-0.054359257|-0.71375513|0.59480405|0.0770794|-0.15622269|-0.21790278|0.10236925|0.22223887|0.12074674|-0.50696003|0.32350737|-0.69300926|0.37424028|-0.636465|-0.48105633|-0.14190754|-0.018550456|0.52046484|-0.06390077|-0.39496526|0.084671736|0.32154763|0.5100114|-0.3784362|0.23394194|-0.5356953|-0.3644762|-0.09458046|0.52706623|-0.5161232|0.71607876|-0.42074382|0.6535845|-0.40646827|-0.5875089|-0.16900454|-0.09585374|-0.15878698|0.31651348|-0.08218685|0.24741003|1.0152402|-0.37101352|-0.37137485|-0.964645|-0.58752066|-0.4699581|0.02127703|-0.2785393|0.21413413|0.11115733|-0.436691|0.016738787|-0.25070313|0.52032125|0.7667364|-0.4700492|0.26213363
25;-0.671795|0.28698084|0.00829044|0.18079096|-0.72744775|0.0709769|-0.2275822|-0.273532|0.3164237|0.23930345|-0.2833853|0.48727643|0.6334866|0.51555717|-0.04208657|0.5879021|-0.37653458|0.2445579|0.6372879|0.309241|-0.052187398|-0.4442466|0.22629315|-0.898587|-0.6325575|-0.40624666|-0.7945311|0.48067403|-0.083670735|-0.25313938|0.20334832|-0.00058346987|0.24870741|-0.42071956|0.21096778|0.21393444|0.106957614|0.054847017|0.69587445|0.04968974|0.2814477|0.21577057|-0.19472449|-0.8428041|0.2938611|0.20074561|-0.37275925|-0.29879785|0.17026195|0.95187414|0.27329582|-0.5741433|0.19148952|0.010869145|-0.23690867|0.13782156|-0.5629928|-0.21963696|-0.5063947|0.35505563|-0.40846983|0.24628031|-0.13683674|-0.05182527|-0.13988033|-0.5723678|0.33478788|-0.2337384|-0.3055478|-0.28022864|0.28725746|-0.4225884|0.10862791|-0.15209207|0.6632124|-0.6777062|-0.25608304|-0.46869746|-0.2486075|-0.6051866|0.13364711|-0.8946724|0.04654193|0.63468355|-0.46187288|0.16487703|-0.47251052|-0.6097008|-0.2789436|0.4506904|-0.7589093|0.21379735|0.27712074|-0.6510905|0.06679387|0.11517021|0.90013325|0.77979696|-0.23704052|-0.64229655
26;-0.36925644|0.6770544|0.114055164|0.3352707|-0.5418527|0.39514714|-0.4595861|-0.6669621|0.26914555|-0.38509297|-0.5120233|0.12839234|-0.22130847|0.2603011|0.2787867|-0.08986479|-0.06333055|0.61392987|0.7039716|-0.07059568|-0.17505284|-0.57914734|0.18600066|-0.21153043|-0.56494486|-0.16194029|-0.21300612|-0.031837642|-0.35179985|-0.8688694|0.16690958|0.2714464|0.33596492|0.15273653|-0.14184289|0.49262518|-0.14344934|0.36572003|-0.036415085|-0.6335519|-0.10530176|-0.005321741|-0.39471152|-0.6823617|0.59029114|0.04656115|-0.9265847|-0.33807606|0.5984147|0.4567086|0.34998268|-0.34346238|0.036537074|-0.25476146|-0.017799526|0.057450354|-0.652941|0.49413317|-0.39429763|-0.2791386|-0.4163075|-0.13876575|-0.53816825|0.15874664|-0.5068006|-0.7300503|0.37057704|-0.29893073|-0.16611466|0.4933956|0.48397893|-0.19666335|0.41720235|0.26615885|0.19134946|-0.35712454|-0.35759583|-0.70073956|-0.13763987|-0.2174519|0.5423876|-0.49541223|-0.03509307|0.41205716|-0.7044786|-0.3182599|-0.62182975|-0.4535907|-1.0989547|-0.3163459|-0.5567734|0.33699268|0.5707884|-0.77333367|-0.08474748|-0.43439108|0.29310748|0.46264106|-0.18469372|-0.84366405
27;0.024298012|-0.31125602|0.09730748|0.03547153|0.22000024|0.17639855|-0.05535929|-0.52988666|0.46484452|-0.14718342|-0.26309854|0.81081223|0.8611343|-0.14548025|0.1368724|-0.062996894|-0.2229815|0.5500516|0.5008153|-0.013396971|0.19521584|-0.7195214|0.6931926|-0.3815405|-0.36468068|0.23116651|-0.14492199|0.14459075|-0.36243218|-0.41076946|0.5344826|0.47348842|0.36394578|-0.5584831|0.36822277|0.70538217|-0.64784443|0.66184545|-0.1287498|-0.8401816|-0.58288205|0.3325543|-0.67377067|-0.45330867|0.38742995|0.28752583|-0.52717394|-0.91801226|0.33429477|-0.25023952|0.4782019|-0.47756493|0.2077606|-0.12435269|0.18759513|0.9661378|-1.1926169|-0.39385635|-0.3299642|0.839116|0.25655138|-0.3161118|-0.28981993|0.43633288|-0.5146351|-0.4404408|-0.06505936|-0.39470372|0.5054522|0.05284801|0.2063992|-0.79325396|-0.3909297|-0.55334127|0.3778163|0.10004896|-0.3312214|-0.24555334|0.35899785|-0.49605936|0.34344265|-0.8535515|-0.586561|0.5033676|-0.67557687|-0.2576953|-0.6691155|-0.40513724|-0.7282023|-0.41315562|0.057735264|-0.31357646|0.13832887|0.009605229|-0.28595138|-0.31920117|0.45568764|0.8030984|-0.6048513|-0.5144465
28;-0.22616461|0.81875193|0.07098194|0.4852189|0.32719132|-0.2614086|-0.09962961|0.06538116|-0.0074585974|0.0035534054|-0.40872875|0.20535097|0.37966877|-0.7079759|0.057491004|0.3587234|-0.5688961|0.48525107|0.44093478|-0.04569296|0.56069165|-0.74335873|0.3052312|-0.6852721|-0.63202804|-0.21563585|0.01049304|-0.287184|-0.50044036|-0.68941736|0.20562293|0.11916545|0.49335268|-0.33234262|0.7418411|0.7038871|0.23795839|0.42843246|0.08645773|-0.8711289|0.24336308|-0.108913094|-0.29951376|-0.5641643|0.16420192|0.13682713|-0.18389091|-0.006641865|0.18222317|1.1360213|0.37115103|-0.33575207|0.22929132|-0.54783684|-0.44278103|-0.43512422|-0.7408848|0.11123155|0.08116838|-0.06407848|-0.4548258|-0.09105191|-0.83423984|0.3990776|-0.07776852|-0.06879857|0.39320654|-0.20104411|-0.27346608|0.47526255|0.12979846|-0.51179826|-0.016170971|-0.35100833|0.7389335|-0.35947046|0.03494908|-0.042835176|-0.3182513|-0.33553755|0.22630829|-0.063189864|-0.27944705|0.21270946|-0.38796777|-0.51556075|-0.18753418|-0.4217739|-0.54054695|0.33509544|-0.47941652|0.35189834|0.41142082|-0.63478506|0.42488575|-0.43108684|0.12255938|0.7242465|0.3093993|-0.28556532
29;-0.57533133|0.26106566|-0.15355125|0.47853088|-0.4294181|0.08668778|-0.03427115|-0.025125626|-0.09675607|0.07377508|0.10516897|0.015547067|0.40063316|-0.19954087|0.30454114|0.2897894|-0.046370044|0.26178327|0.7857653|0.14740016|0.06445372|-0.40032628|0.10064465|-0.08372274|-0.31424457|0.22350675|-0.19677742|-0.12882257|-0.28107566|-0.16406661|0.20324112|0.15180513|0.56525666|-0.20323993|-0.4096226|0.28202698|-0.040001046|0.5624488|0.051250353|-0.47591352|-0.09976348|0.11580465|-0.07576759|-0.4078356|0.50154465|0.28825194|-0.16160294|-0.70552635|0.6036719|0.52087533|0.02713193|-0.3416693|-0.23848194|-0.14317733|-0.22310936|-0.1473188|-0.37495443|-0.13070726|-0.46456277|0.6167519|-0.49650675|0.20871761|-0.29049677|0.10178207|0.09929983|-0.5019176|-0.10153397|-0.5402955|-0.309263|-0.041019738|0.27916488|-0.67373455|0.23370954|0.036469936|0.088787615|-0.6330557|-0.50591075|-0.71798384|-0.33140394|-0.5242655|0.41968286|-0.40550712|-0.18113609|0.3357854|-0.32935473|-0.43433475|-0.5268812|-0.098007634|-0.388407|-0.14158732|-0.43615082|-0.10047595|-0.22297263|-0.5312831|0.1716774|-0.26595485|0.32086948|0.077783644|-0.35748014|-0.49090728
30;-0.2945273|0.1948916|0.0042390376|0.6240324|-1.044389|0.47199398|-0.33920872|0.43570843|0.84578955|-0.08391237|-0.051777437|-0.07344389|-0.114946365|-0.065122515|0.46301907|0.24125716|-0.26739237|0.7590238|0.5901064|-0.2631867|0.28454584|-0.7147657|-0.14403129|-0.031530917|-0.55969006|0.17639641|-0.07701667|-0.26691437|-0.3440988|-0.50625515|0.15064834|0.29139295|0.794855|-0.2503211|0.010100227|0.15550567|0.06857632|0.36417666|-0.2976526|-0.4811243|-0.21847785|0.109691836|-0.2608062|-0.21378116|0.23245984|0.2329898|-0.5388367|-0.5060212|0.25420412|0.40652585|0.54193413|-0.26870012|0.35504523|-0.7158928|-0.7870118|-0.24299191|-0.276856|-0.29405472|-0.18222634|0.8939595|-0.8840499|-0.16269492|-0.45773137|0.1320062|-0.49367654|-0.74059844|0.1961036|-0.58722895|-0.6136316|0.12510368|0.6897818|-0.44114986|-0.5908971|-0.3502189|0.4060554|-0.9768456|-0.5069514|-0.360693|0.035778925|-0.43509495|0.74784636|-0.41033512|-0.7078992|0.17517951|-1.2573681|-0.76284903|-0.43046546|-0.39871418|-0.58106935|-0.46832454|-0.78521764|0.46845376|0.7631463|-0.7215096|-0.0337117|-0.42832732|0.72648287|0.31351578|-0.34812826|-0.2863124
31;0.12720916|0.53847134|0.2646651|0.26609772|-0.57496953|-0.109667264|-0.20087652|-0.2350184|0.3581513|0.26245487|-0.6869495|0.31108388|0.6981543|-0.344611|0.19344816|0.26643524|-0.16342749|0.7184734|0.50704837|-0.32291904|0.7788086|-0.48050174|0.21203011|-0.1865554|-0.21976647|-0.21759908|-0.034518287|0.24155836|-0.18182005|-0.79109097|-0.21087928|0.47217435|0.36453664|0.10520615|-0.07930895|-0.0642595|0.30295086|0.07959789|0.58044314|-0.11756745|0.4498144|0.45121312|0.01577115|-0.42565054|0.28690913|0.46734732|-0.36823916|-0.3157179|0.84799594|0.48892897|0.21286266|-0.3058874|-0.17252615|-0.21998021|0.15773761|-0.32965657|-0.9200392|0.047584243|0.26748297|0.6189424|-0.79692423|0.03437805|-0.42098483|-0.23207639|-0.14629793|-0.27731746|0.56332254|-0.61657786|-0.3417289|0.46614635|0.3178977|-0.3283283|-0.50569046|-0.56850207|0.10212928|-0.7838123|0.31568688|-0.17131416|-0.14378867|-0.3635205|0.6483629|-0.29642123|-0.42399666|0.25689802|-0.67401016|-0.47350588|-0.58429635|-0.6155534|-0.42013478|-0.00524502|-0.4295564|0.27314687|0.47971955|-0.67979187|0.14375716|-0.43644255|0.4294406|0.5179138|-0.4326135|0.07892397
32;-0.15943542|0.65626466|-0.16520995|0.8788954|-0.012442589|-0.69849515|-0.20007497|0.38851357|0.49800396|0.22473083|-0.6708228|0.32376772|0.22470154|-0.20329827|0.08406681|0.54625416|-0.53226006|0.35747683|0.26039866|-0.18377231|0.12952536|-0.656741|0.35643902|-0.7933717|-0.036104083|0.4390087|0.19290721|-1.0040648|-0.634689|-0.5306245|-0.09111942|-0.070400804|0.60650295|-0.490133|0.16197914|0.2190324|0.31354153|0.49608573|0.088450745|-0.2947566|-0.00094778836|-0.071402356|0.050329834|-0.28796816|0.7642051|0.57265437|-0.1895958|-0.4547246|0.12635396|0.5543552|0.35053888|-0.21938774|0.25403115|0.17113411|0.032921463|-0.18700269|-1.0333518|0.25278744|0.06020263|0.49035674|-0.5719285|-0.37950724|0.03926769|0.47071362|-0.20169637|-0.236734|0.18826503|-0.11955537|-0.29741424|-0.031899273|0.23098695|-0.5411271|0.4268561|-0.19050282|0.3106486|-0.3543516|-0.6614847|-0.14579937|0.18626179|-0.08834779|-0.0035899878|-0.48100415|-0.24838923|-0.042791754|-0.8334834|-0.6165283|-0.4528479|-0.29379553|-0.43697354|0.5238594|-0.11253902|-0.13613231|0.7811583|-0.40982625|0.032976747|-0.28815904|0.7406323|0.27276993|-0.02578339|-0.30484736
33;-0.0016750693|0.3727303|0.4886501|0.637394|-0.41004187|0.22103304|-0.5441005|-0.2589086|0.4395004|-0.21965344|-0.367284|0.17964037|0.28686583|0.13061543|0.08833231|0.4284821|-0.15624332|0.4044582|0.56829846|-0.0054255836|0.005347252|-0.616866|0.014383405|-0.4446653|-0.5054251|0.15245429|0.066203296|-0.08431853|-0.3283762|0.013715595|0.19980457|0.10954746|0.21157709|-0.2238886|-0.11494176|0.008566737|-0.0361922|0.27490315|0.2375309|-0.5273392|0.16550374|0.21724752|-0.5006701|-0.5275734|0.3444792|-0.095266625|-0.49571693|-0.28439015|0.36972898|0.65618616|-0.18086213|-0.5112951|-0.055989306|-0.022534043|-0.40408543|0.07909898|-0.45385456|-0.13591915|-0.33513272|0.3090955|-0.5231271|-0.25857934|-0.35872978|0.31642336|-0.2765659|-0.34269062|0.07385342|-0.5725498|-0.24817906|0.14082909|0.31180096|-0.38974532|-0.08157722|-0.014844507|0.35191268|-0.34791043|-0.24282604|-0.44051433|-0.08806077|-0.12383255|0.21536785|-0.51158285|-0.35896802|0.308932|-0.36594033|-0.6251543|-0.35571414|0.16618812|-0.6439561|-0.13759567|-0.23226765|0.46813184|0.42752433|-0.3392711|0.3440975|-0.6339128|0.47031575|0.38169047|-0.5485275|-0.24240127
34;-0.29778007|0.33553696|0.25541002|0.20100358|-0.16041689|0.039507695|-0.37828812|0.012087986|0.9442751|-0.16000676|-0.15987536|0.26632982|0.3802197|-0.2295658|0.33931783|0.36016273|-0.21930431|0.4746904|0.35425436|-0.096941784|0.48774612|-0.900743|0.38082987|-0.31618404|-0.13541555|0.5255306|-0.11335683|-0.39718217|-0.41827637|-0.20840552|0.35072303|0.0638576|0.3576579|-0.40830228|0.105175965|0.107780084|0.0018054247|0.34764785|0.30432642|-0.5946505|-0.08526286|0.13835274|-0.14918068|-0.3145418|0.47096202|0.17971563|-0.19280165|-0.4335093|-0.096452475|0.4943476|0.53002465|-0.68424284|0.11477456|-0.61810285|-0.37887508|-0.28949252|-0.6774903|0.08626271|-0.2802058|0.5865553|-0.11917454|-0.16462027|-0.21464291|0.27590942|0.19915341|-0.5533202|0.10920449|-0.17751366|-0.17325565|-0.040239938|0.39338008|-0.46151096|0.10343475|0.0058196783|0.6058123|-0.3948661|-0.23009007|-0.29453367|-0.078310415|-0.19727246|0.30266494|-0.11687818|-0.25385767|0.34579656|-0.5159132|-0.33900872|-0.16451749|-0.4242057|-0.7488217|0.030699039|-0.4694073|0.16795284|0.20053905|-0.43171945|0.384654|-0.30139786|0.44587454|0.41888925|0.009622633|-0.5898589
35;0.048278958|0.38993233|0.22312376|0.355491|-0.033388287|0.09906505|-0.3634339|-0.15504053|0.5803849|-0.4577744|0.04002714|0.36991516|0.29052287|0.03400816|0.46083525|-0.017923206|0.2209634|0.7987833|0.5514425|0.23624946|-0.16414799|-0.47493988|0.26892543|-0.38138956|-0.062043846|-0.070836276|-0.22378859|-0.27498108|-0.16084878|-0.51961756|0.31731945|-0.18169019|0.49644184|-0.23816025|-0.13738641|0.1798149|0.076116025|0.5319424|0.37647352|-0.0571447|-0.22722098|0.019692063|-0.14778584|-0.25275415|0.5597329|0.22123046|-0.52299273|-0.2876618|0.3043272|0.34939954|0.09133716|-0.64969003|-0.019296087|0.31213433|-0.3699731|0.07493626|-0.42924753|-0.06717858|-0.5566752|0.30110508|0.0068646073|-0.59213126|-0.41372573|0.103727095|-0.47403336|-0.3274357|0.4748021|-0.67656255|-0.19684802|0.28467995|0.072729945|-0.5577518|0.36470446|-0.03991984|0.15241888|-0.60455173|-0.37747478|-0.6742518|-0.84818435|-0.19661339|0.464394|-0.24208754|0.27149162|0.25998178|-0.31852147|-0.28664073|-0.28535768|-0.17033184|-0.40045783|-0.17750622|-0.28176057|0.13129595|-0.060499176|-0.38795942|0.38235706|-0.2570331|0.27644128|0.5749405|-0.14151338|-0.4655967
36;-0.08020519|0.32901388|0.32168287|0.5257568|-0.14724854|0.045146056|-0.24262987|-0.113447204|0.4002259|-0.20146643|-0.21205309|0.21675146|0.5997378|-0.23929936|0.24206299|0.14077574|-0.16321054|0.4752929|0.6562968|0.13738668|0.04664945|-0.43990046|0.40491992|-0.2829398|-0.252451|0.16539544|-0.09575107|-0.1134195|-0.15470861|-0.20659512|0.20138411|0.14042242|0.15817788|-0.38883978|0.01396271|0.068770245|-0.10695551|0.26190466|0.21659419|-0.56664383|-0.2666038|0.14057493|-0.33075964|-0.37355238|0.78871983|0.28655696|-0.14830655|-0.653479|0.29925758|0.5799812|0.035056442|-0.6355355|-0.14069669|-0.25806272|-0.20222503|-0.15653573|-0.7451737|-0.14159171|-0.52375674|0.23447767|-0.4507741|-0.040520214|-0.29401517|0.31130514|-0.2480167|-0.29970887|0.035193805|-0.4854276|-0.32371512|-0.14597784|0.28262067|-0.38354295|0.06663912|-0.08609398|0.45164824|-0.42800412|0.053071395|-0.38254094|-0.08806812|-0.36921847|0.2270681|-0.27733397|-0.3904864|0.5972774|-0.18229222|-0.36061758|-0.18474889|-0.15087783|-0.63611126|-0.01832346|-0.46118164|0.04526554|0.24002823|-0.08032209|0.16753761|-0.32465103|0.51973844|0.114452094|-0.06649524|-0.33647302
37;-0.63683003|0.029182732|0.30067497|0.1944919|0.18017998|-0.1099652|-0.575794|0.18491817|0.50220996|-0.15955497|-0.094842345|0.64424855|0.6653766|-0.15114161|-0.2845648|-0.114159286|-0.48474544|0.574042|0.09717566|0.25278476|0.290909|-0.14300194|0.49566722|-0.36103123|-0.4443261|0.22354369|-0.2310251|0.1453578|-0.26076856|-0.509166|0.036936954|0.6543558|0.40739056|-0.074812755|-0.24341129|0.06382595|-0.23249984|-0.11945897|0.074027285|-0.68848044|0.057604373|-0.3842915|-0.023051068|-0.71671945|0.94446564|0.6142355|-0.6995616|-0.2899776|0.7826109|0.43170696|0.27567545|-0.31989598|-0.15792143|-0.2790108|-0.05250612|-0.12512034|-0.22448492|-0.1609767|0.057169855|0.4213963|-0.6143144|0.28081328|0.011318356|0.00064462423|-0.528037|-0.24989277|-0.006721258|-0.10574578|-0.091026574|-0.38779455|0.35768455|-0.40957892|0.1443699|0.1572816|0.5363349|-0.73151517|-0.50395477|-0.7745506|0.027583562|-0.4800498|-0.299561|0.039774477|-0.7432158|0.5454936|-0.98691976|-0.1670663|-0.44596782|-1.1208589|-0.18695873|0.26293436|-0.18063411|0.15344205|0.2794917|-0.3200799|0.31689507|-0.43124288|0.6504499|0.014439374|-0.12423192|-0.2392904
38;-0.5230587|0.020580798|0.135337|0.08890736|0.28971574|0.2718453|-0.16436067|0.42309946|0.7532191|-0.2620109|0.003361851|0.2875837|0.68248284|-0.5991337|0.035055563|0.03032668|-0.63575727|0.22806579|0.5209528|0.49722755|-0.007591337|-0.7910006|-0.20166615|0.12825415|-0.1367635|-0.10048953|-0.20050254|0.12231971|-0.1686475|-0.46977216|0.6069762|0.5238325|0.2706272|-0.31885585|0.32538247|0.3856146|-0.26357472|0.16404362|-0.34762436|-0.61699194|-0.066499755|0.29153425|-0.46572927|-0.2682669|0.7840415|0.36860472|-0.33375618|-0.56341124|0.06468153|0.18766627|-0.08844933|-0.5794915|-0.34613457|-0.49697557|-0.9095021|-0.045179956|-0.3831549|-0.4099834|-0.3895212|0.5599291|-0.68424153|0.19657815|0.33944163|0.7608762|-0.246501|-0.58173573|-0.27854684|-0.024707109|-0.5621109|-0.18268582|0.51971924|-0.46979606|-0.38704094|-0.10300104|0.17186236|-0.61923105|0.17406897|-0.9406382|0.26048714|-0.43509787|0.26638854|-0.5809022|-0.31982622|0.5225098|-0.4596721|-0.20209116|-0.08415231|-0.8994565|-0.8316625|-0.2489346|-0.7158452|0.5041823|0.42224154|-0.5464738|0.27386913|0.10702425|0.80694485|0.69903034|-0.37639382|-0.9685216
39;-0.1048487|0.33348924|0.11659291|0.38921142|0.027569145|-0.234047|-0.28610718|-0.34775835|0.5959918|-0.28065592|-0.1450128|0.68853486|0.24878934|0.38857222|0.18205385|0.077478126|-0.25407848|0.7094161|0.8710812|0.058928587|0.15787533|-0.39886984|0.44716093|-0.23432463|-0.498246|0.23363665|-0.031389162|0.086241856|-0.20126465|-0.45603466|-0.069492266|0.105964854|0.053563863|-0.23263547|-0.3225795|0.10335648|-0.09041777|0.46004063|-0.041455314|-0.51109093|-0.70837|0.28793162|-0.16043639|-0.6654645|0.42569816|0.3513209|-0.5619004|-0.311665|0.17027551|0.19746244|0.20671508|-0.31470257|-0.1818349|0.067266434|-0.09030086|-0.0029195268|-1.19784|0.26349276|-0.3677886|0.24132907|-0.29889265|-0.12709448|-0.8120793|0.6146195|0.099996015|0.08745438|-0.22731277|-0.27434573|-0.16739532|-0.011372931|0.6348429|-0.29665977|-0.24867919|-0.44455498|0.097063035|-0.4375409|0.27758437|-0.3488564|0.11265702|-0.47005415|0.58274925|-0.70570385|-0.54858476|0.7144948|-0.64180684|-0.2685174|-0.765745|-0.12964642|-0.77602345|-0.60917133|-0.40382305|0.452336|0.13581717|-0.5393338|0.21123807|-0.45858663|0.788383|0.47085086|-0.4622717|-0.30177256
